Code	Group	Subgroup	Brand	Item	Description	Wholesale price (USD)
2490	Climatic Equipment	Water Heaters Accumulative	Avex	Water Heater Avex V-30L	Accumulative, electric, volume 30 l, pressurized, rated power 1.5 kW, water heating up to +75°C, dimensions (WxHxg): 335x520x335 mm	80.05
2491	Climatic Equipment	Water Heaters Accumulative	De Luxe	Water Heater De Luxe Dszf15-Lj/10Ce (Above the Sink)		60.5
2492	Climatic Equipment	Water Heaters Accumulative	De Luxe	Water Heater De Luxe Dszf15-Lj/15Ce (Above the Sink)		69.22
2493	Climatic Equipment	Water Heaters Accumulative	De Luxe	Water Heater De Luxe W30V1 Slim		65.39
2494	Climatic Equipment	Water Heaters Accumulative	De Luxe	Water Heater De Luxe W50V10		79.26
2495	Climatic Equipment	Water Heaters Accumulative	Electrolux	Water Heater Electrolux Ewh 50 Axiomatic Slim		103.17
2496	Climatic Equipment	Water Heaters Accumulative	Elsotherm	Water Heater Elsotherm Av30T	30 l. Stainless steel tank; power 500/1500/2000, copper, heater 2 groups load / el; Possibility of reg / power heating elements; The presence of a magnesium anode; Efficient thermal insulation made of polyurethane foam, Protective shutdown device; Digital thermostat.(580*435*250). Outer case: stainless steel	130.11
2497	Climatic Equipment	Water Heaters Accumulative	Elsotherm	Water Heater Elsotherm Cg15A	15 l. Stainless steel tank; power 2000, Copper, heating element; 2 groups load / email; Possibility of reg / power heating elements; The presence of a magnesium anode; fast heating; Digital thermostat, (396*350*348)	48.74
2498	Climatic Equipment	Water Heaters Accumulative	Elsotherm	Water Heater Elsotherm Ck8A	Tank 8 l. Power heating element 2000	51.25
2499	Climatic Equipment	Water Heaters Accumulative	Elsotherm	Water Heater Elsotherm H30T	30 l., stainless steel tank; power 500/1500/2000, Copper heater; 2 groups load / email; Possibility of reg / power heating elements; The presence of a magnesium anode; Efficient thermal insulation made of polyurethane foam, Protective shutdown device; Digital thermostat, (590*340*350)	98.28
2500	Climatic Equipment	Water Heaters Accumulative	Elsotherm	Water Heater Elsotherm Rgf 80	Round, Gray, flowers, 80l	118.23
2501	Climatic Equipment	Water Heaters Accumulative	Oasis 	Water Heater Oasis Fp-10 L White	Water Heater Accumulative OASIS FP-10 White, 10 l, 1.5 kW, enamel, mechanical control, installation under the sink, top connection	49.8
2502	Climatic Equipment	Water Heaters Accumulative	Oasis 	Water Heater Oasis Gn-10	Water Heater Accumulative OASIS GN-10 White, 10 l, 1.5 kW, enamel, electronic control, installation above the sink, bottom connection	59.71
2503	Climatic Equipment	Water Heaters Accumulative	Oasis 	Water Heater Oasis Gn-15	Water Heater Accumulative OASIS GN-15 White, 15 l, 1.5 kW, enamel, electronic control, installation above the sink, bottom connection	66.84
2504	Climatic Equipment	Water Heaters Accumulative	Oasis 	Water Heater Oasis Gp-15	Water Heater Accumulative OASIS GP-15 White, 15 l, 1.5 kW, enamel, electronic control, installation under the sink, top connection	66.84
2505	Climatic Equipment	Water Heaters Accumulative	Oasis 	Water Heater Oasis KN-15		78.99
2506	Climatic Equipment	Water Heaters Accumulative	Oasis 	Water Heater Oasis KP-10		67.9
2507	Climatic Equipment	Water Heaters Accumulative	Oasis 	Water Heater Oasis KP-15		77.8
2508	Climatic Equipment	Water Heaters Accumulative	Oasis 	Water Heater Oasis Ln-10		55.08
2509	Climatic Equipment	Water Heaters Accumulative	Oasis 	Water Heater Oasis Ln-15		61.95
2510	Climatic Equipment	Water Heaters Accumulative	Oasis 	Water Heater Oasis Lp-10		55.35
2511	Climatic Equipment	Water Heaters Accumulative	Oasis 	Water Heater Oasis Lp-15		61.95
2512	Climatic Equipment	Water Heaters Accumulative	Oasis 	Water Heater Oasis P-30		128.27
2513	Climatic Equipment	Water Heaters Accumulative	Oasis 	Water Heater Oasis P-50		153.89
2514	Climatic Equipment	Water Heaters Accumulative	Oasis 	Water Heater Oasis P-80		183.09
2515	Climatic Equipment	Water Heaters Accumulative	Oasis 	Water Heater Oasis Pa-30		117.96
2516	Climatic Equipment	Water Heaters Accumulative	Oasis 	Water Heater Oasis Pv-50 Lp White	White, 50 l, 2000 W, Stainless steel, mechanical control, vertical	135.53
2517	Climatic Equipment	Water Heaters Accumulative	Oasis 	Water Heater Oasis Sl-30 V 	White, 30 l, 1500 W, glass enamel, mechanical control, vertical	80.18
2518	Climatic Equipment	Water Heaters Accumulative	Oasis 	Water Heater Oasis Sl-50 V 	White, 50 l, 1500 W, glass enamel, mechanical control, vertical	83.62
2519	Climatic Equipment	Water Heaters Accumulative	Oasis 	Water Heater Oasis Sl-80 V White	Water Heater Accumulative OASIS SL-80 V White, 80 l, 1.5 kW, glass enamel, mechanical control, vertical installation, bottom connection	112.81
2520	Climatic Equipment	Water Heaters Accumulative	Oasis 	Water Heater Oasis Vl-100 L		110.96
2521	Climatic Equipment	Water Heaters Accumulative	Oasis 	Water Heater Oasis Vl-30 L		72.92
2522	Climatic Equipment	Water Heaters Accumulative	Oasis 	Water Heater Oasis Vl-50 L		79.26
2523	Climatic Equipment	Water Heaters Accumulative	Oasis 	Water Heater Oasis Vl-80 L		103.56
2524	Climatic Equipment	Water Heaters Accumulative	Regent	Water Heater Regent Nts 100V 	White, 100 l, 1500 W, enamel, mechanical control, vertical	94.98
2525	Climatic Equipment	Water Heaters Accumulative	Regent	Water Heater Regent Nts 30V Slim 	White, 30 l, 1500 W, enamel, mechanical control, vertical	67.9
2526	Climatic Equipment	Water Heaters Accumulative	Regent	Water Heater Regent Nts 80V 	White, 80 l, 1500 W, enamel, mechanical control, vertical	77.41
2527	Climatic Equipment	Water Heaters Accumulative	Zanussi	Water Heater Zanussi Zwh/S 100 Orfeus Dh		131.17
2528	Climatic Equipment	Water Heaters Accumulative	Zanussi	Water Heater Zanussi Zwh/S 100 Splendore Dry		226.28
2529	Climatic Equipment	Water Heaters Accumulative	Zanussi	Water Heater Zanussi Zwh/S 30 Orfeus Dh		94.85
2530	Climatic Equipment	Water Heaters Accumulative	Zanussi	Water Heater Zanussi Zwh/S 30 Smalto	Specifications: Water heater type Accumulative, Heating method: electric, Heating element: tubular, Tank volume: 30 l, Maximum water heating temperature: +75 °C, Inlet pressure: 6 atm., Rated power 2 kW	141.87
2531	Climatic Equipment	Water Heaters Accumulative	Zanussi	Water Heater Zanussi Zwh/S 30 Splendore Dry 		142.14
2532	Climatic Equipment	Water Heaters Accumulative	Zanussi	Water Heater Zanussi Zwh/S 80 Smalto		194.58
2533	Climatic Equipment	Water Heaters Accumulative	Zerten	Water Heater Zerten Rl-100		99.2
2534	Climatic Equipment	Water Heaters Accumulative	Zerten	Water Heater Zerten Rl-30		63.67
2535	Climatic Equipment	Water Heaters Accumulative	Zerten	Water Heater Zerten Rl-50		69.35
2536	Climatic Equipment	Water Heaters Accumulative	Zerten	Water Heater Zerten Rl-80		84.81
2537	Climatic Equipment	Water heaters Flowing	Atmor	Water Heater Atmor Basic 3,5 Shower, 3,5 kW		31.97
2538	Climatic Equipment	Water heaters Flowing	Atmor	Water Heater Atmor Basic 3,5 Faucet, 3,5 kW		31.97
2539	Climatic Equipment	Water heaters Flowing	Electrolux	Water Heater Electrolux Smartfix 2.0 S (3,5 kW) - Shower		26.95
2540	Climatic Equipment	Water heaters Flowing	Electrolux	Water Heater Electrolux Smartfix 2.0 T (3,5 kW) - Faucet	Flowing Water Heater Electrolux SMARTFIX 2.0 T (3,5 kW) - faucet	36.33
2541	Climatic Equipment	Water heaters Flowing	Electrolux	Water Heater Electrolux Smartfix 2.0 T (5,5 kW) - Faucet	Flow-through, electric, non-pressure, rated power 5.5 kW, capacity 2 l/min, dimensions (WxHxg): 270x135x100 mm, weight: 1.5 kg	37.52
2542	Climatic Equipment	Water heaters Flowing	Electrolux	Water Heater Electrolux Smartfix 2.0 Ts (5,5 kW) - Faucet+Shower	Flow-through, electric, non-pressure, rated power 5.5 kW, capacity 3.1 l/min, dimensions (WxHxg): 270x135x100 mm, weight: 1.3 k	34.21
2543	Climatic Equipment	Water heaters Flowing	Zanussi	Water Heater Zanussi 3-Logic 3,5 Ts Shower, Faucet, 3,5 kW		34.87
2544	Climatic Equipment	Water heaters Flowing	Zanussi	Water Heater Zanussi 3-Logic 5,5 T Faucet, 5,5 kW		36.33
2545	Climatic Equipment	Water heaters Flowing	Zanussi	Water Heater Zanussi 3-Logic 5,5 Ts Shower, Faucet, 5,5 kW		36.33
2546	Climatic Equipment	Water heaters Flowing	Unipump	Water Heater-Faucet Unipump Bef-001		27.21
2547	Climatic Equipment	Water heaters Flowing	Unipump	Water Heater-Faucet Unipump Bef-001-02		29.85
2548	Climatic Equipment	Water heaters Flowing	Unipump	Water Heater-Faucet Unipump Bef-001-03		37.12
2549	Climatic Equipment	Water heaters Flowing	Unipump	Water Heater-Faucet Unipump Bef-003N		46.1
2550	Climatic Equipment	Water heaters Flowing	Oasis	Water Heater-Faucet Oasis Kp-P (X)		22.06
2551	Climatic Equipment	Water heaters Flowing	Unipump	Water Heater-Faucet Unipump Bef-012-02		37.65
2552	Climatic Equipment	Water heaters Flowing	Unipump	Water Heater-Faucet Unipump Bef-016-03		43.33
2553	Climatic Equipment	Water heaters Flowing	Unipump	Water Heater-Faucet Unipump Bef-019A		28.4
2554	Climatic Equipment	Water heaters Gas Flowing	Ariston	Water Heater Gas Flowing Ariston Fast R Onm 10 Ng Ru	Gas column ARISTON FAST R ONM 10 NG RU White, natural gas, 20 kW, 10 l/min, electric ignition, open combustion chamber, mechanical control	126.55
2555	Climatic Equipment	Water heaters Gas Flowing	Ariston	Water Heater Gas Flowing Ariston Fast R Onm 14 Ng Ru	Gas column ARISTON FAST R ONM 14 NG RU White, natural gas, 28 kW, 14 l/min, electric ignition, open combustion chamber, mechanical control	164.86
2556	Climatic Equipment	Water heaters Gas Flowing	Halsen	Water Heater Gas Flowing Halsen Wm10 White Natural Gas	Column gas HALSEN WM10 White, natural gas, 20 kW, 10 l/min, electric ignition, open combustion chamber, mechanical control	92.73
2557	Climatic Equipment	Water heaters Gas Flowing	Halsen	Water Heater Gas Flowing Halsen Wm12 White Natural Gas	Column gas HALSEN WM12 White, natural gas, 24 kW, 12 l/min, electric ignition, open combustion chamber, mechanical control	125.49
2558	Climatic Equipment	Water heaters Gas Flowing	Oasis	Water Heater Gas Flowing Oasis 20 M Painting	Column gas OASIS 20 M White, natural gas, 20 kW, 10 l/min, electric ignition, open combustion chamber, mechanical control	86.66
2559	Climatic Equipment	Water heaters Gas Flowing	Zerten	Water Heater Gas Flowing Zerten V-20D	Gas column ZERTEN B-20D drawing, natural gas, 20 kW, 10 l/min, electric ignition, open combustion chamber, mechanical control	84.28
2560	Climatic Equipment	Water heaters Gas Flowing	Zerten	Water Heater Gas Flowing Zerten B-24D Painting		95.9
2561	Climatic Equipment	Water heaters Gas Flowing	Zerten	Water Heater Gas Flowing Zerten K-20D Painting "Cofee"		82.56
2562	Climatic Equipment	Water heaters Gas Flowing	Zerten	Water Heater Gas Flowing Zerten L-20D	Gas column ZERTEN L-20D drawing, natural gas, 20 kW, 10 l/min, electric ignition, open combustion chamber, mechanical control	82.16
2563	Climatic Equipment	Water heaters Gas Flowing	Zerten	Water Heater Gas Flowing Zerten W-24D White Natural Gas	Column gas ZERTEN W-24D White, natural gas, 24 kW, 12 l/min, electric ignition, open combustion chamber, mechanical control	92.6
2564	Climatic Equipment	Water heaters Gas Flowing	Zerten	Water Heater Gas Flowing Zerten Zerten G-20D (N) Painting		82.56
2565	Climatic Equipment	Water heaters Gas Flowing	Zerten	Water Heater Gas Flowing Zerten Zerten G-24D (N) Painting		95.9
2566	Climatic Equipment	Water heaters Gas Flowing	Nerva	Water Heater Gas Flowing Nerva Transit 10E(Mt) White Natural Gas With Tube		145.17
2567	Climatic Equipment	Water heaters Gas Flowing	Nerva	Water Heater Gas Flowing Nerva Transit 10Eh(Mti) White	Column gas Nerva Transit 10EX(MTI) White, natural gas, 18 kW, 10 l/min, electric ignition, open combustion chamber, mechanical control, with chimney	138.44
2568	Climatic Equipment	Water heaters Gas Flowing	Nerva	Water Heater Gas Flowing Nerva Transit 12E White Natural Gas	Column gas Nerva Transit 12E White, prir. gas, 24 kW, 11.5 l/min, electric ignition, open combustion chamber, mechanical control	115.85
2569	Climatic Equipment	Water heaters Gas Flowing	Nerva	Water Heater Gas Flowing Nerva Transit 12E(I) White Natural Gas	Column gas Nerva Transit 12E (I) White, natural gas, 24 kW, 12 l/min, electric ignition, open combustion chamber, mechanical control	119.94
2570	Climatic Equipment	Gas boilers	Navien	Gas boiler Navien Deluxe C-13K Coaxial		409.23
2571	Climatic Equipment	Gas boilers	Navien	Gas boiler Navien Deluxe C-16K Coaxial		413.99
2572	Climatic Equipment	Gas boilers	Juncker	Gas boiler Juncker KSG-10 S UG-12,5 01-Sit (Eurosit-630)		175.42
2573	Climatic Equipment	Gas boilers	Juncker	Gas boiler Juncker KSG-16 S UG-19 01-Sit (Eurosit-630)		192.73
2574	Climatic Equipment	Gas boilers	Juncker	Gas boiler Juncker KSG-20 S UG-23 01-Sit (Eurosit-630)		222.05
2575	Climatic Equipment	Gas boilers	Juncker	Gas boiler Juncker KSG-31,5 S UG-35 01-Sit (710 Minisit)		273.31
2576	Climatic Equipment	Gas boilers	Navien	Gas boiler Navien Deluxe C-20K Coaxial		422.71
2577	Climatic Equipment	Gas boilers	Navien	Gas boiler Navien Deluxe C-24K Coaxial		398.67
2578	Climatic Equipment	Gas boilers	Navien	Gas boiler Navien Deluxe C-35K Coaxial		508.57
2579	Climatic Equipment	Gas boilers	Navien	Gas boiler Navien Deluxe S-35K Coaxial		518.74
2580	Climatic Equipment	Gas boilers	Baxi	Gas boiler Baxi Eco-4S 1.24 F		560.48
2581	Climatic Equipment	Gas boilers	Baxi	Gas boiler Baxi Eco-4S 24 F		599.32
2582	Climatic Equipment	Gas boilers	Bosch	Gas boiler Bosch Wbn6000-24C Rn S5700		487.04
2583	Climatic Equipment	Gas boilers	Lemax	Gas boiler Lemax Gasman AOGW 8-1		165.38
2584	Climatic Equipment	Gas boilers	Lemax	Gas boiler Lemax Gasman AOGW-11.6-1		201.58
2585	Climatic Equipment	Gas boilers	Lemax	Gas boiler Lemax Gasman AOGW-15,5-1		245.83
2586	Climatic Equipment	Gas boilers	Lemax	Gas boiler Lemax Patriot 10 +		284.14
2587	Climatic Equipment	Gas boilers	Lemax	Gas boiler Lemax Patriot 12.5 +		297.75
2588	Climatic Equipment	Gas boilers	Lemax	Gas boiler Lemax Patriot 7,5 +		236.19
2589	Climatic Equipment	Gas boilers	Lemax	Gas boiler Lemax Premium 10		234.87
2590	Climatic Equipment	Gas boilers	Lemax	Gas boiler Lemax Premium 12.5		282.69
2591	Climatic Equipment	Gas boilers	Lemax	Gas boiler Lemax Premium 16		308.31
2592	Climatic Equipment	Gas boilers	Signal	Gas boiler Signal Single-circuit Kov-80 Stn Outdoor	Gas boiler Signal KOV-80 STn, single-circuit, floor-standing, 80 kW, 800 sq.m, Steel, open combustion chamber, non-volatile	818.6
2593	Climatic Equipment	Gas boilers	Signal	Gas boiler Signal Kov 20 Skvs		284.8
2594	Climatic Equipment	Gas boilers	Signal	Gas boiler Signal Kov 20 Sks		249.27
2595	Climatic Equipment	Gas boilers	Signal	Gas boiler Signal Kov 25 Skvs		314.26
2596	Climatic Equipment	Electric boilers	Teplotech	Electric Boiler Single-Circuit Teplotech Evl-12M	Electric Boiler Teplotech EVP-12M, single-circuit, wall, 12 kW, 108 sq.m, Steel, closed combustion chamber, 380 V	53.5
2597	Climatic Equipment	Electric boilers	Teplotech	Electric Boiler Single-Circuit Teplotech Evl-3	Electric Boiler Teplotech EVP-3, single-circuit, wall, 3 kW, 30 sq.m, Steel, closed combustion chamber, 220 V	43.86
2598	Climatic Equipment	Electric boilers	Teplotech	Electric Boiler Single-Circuit Teplotech Evl-4,5	Electric Boiler Teplotech EVP-4,5, single-circuit, wall, 4.5 kW, 41 sq.m, Steel, closed combustion chamber, 220 V	49.14
2599	Climatic Equipment	Electric boilers	Teplotech	Electric Boiler Single-Circuit Teplotech Evl-9	Electric Boiler Teplotech EVP-9, single-circuit, wall, 9 kW, 81 sq.m, Steel, closed combustion chamber, 380 V	55.08
2600	Climatic Equipment	Electric boilers	Termmix	Electric Boiler Single-Circuit Termmix Evl-4,5	Electric Boiler ThermMix EVPM-4,5, single-circuit, floor-standing, 4.5 kW, 45 sq.m, Steel, closed combustion chamber, 220 V	37.25
2601	Climatic Equipment	Electric boilers	Termohit	Electric Boiler Termohit Evlm-4,5		38.18
2602	Climatic Equipment	Floor fans	Centek	Fan Centek Ct-5004 Black		12.55
2603	Climatic Equipment	Desktop fans	Polaris	Fan Polaris PUF12		4.09
2604	Climatic Equipment	Air Conditioners Window	Tcl	Air Conditioner Tcl Tac-07Cwa/I		167.89
2605	Climatic Equipment	Air Purifiers & Humidifiers	Electrolux	Humidifier Electrolux Ehu-5010D		63.54
2606	Climatic Equipment	Air Purifiers & Humidifiers	Endever	Humidifier Endever Oasis 170		18.89
2607	Climatic Equipment	Air Purifiers & Humidifiers	Sakura	Humidifier Sakura Sa-0601Gr		15.85
2608	Climatic Equipment	Radiators Aluminum	Konner	Radiator Aluminum Konner LUX 100/500 White, 10 sections		49.54
2609	Climatic Equipment	Radiators Aluminum	Konner	Radiator Aluminum Konner LUX 100/500 White, 12 sections		56.54
2610	Climatic Equipment	Radiators Aluminum	Konner	Radiator Aluminum Konner LUX 80/350 White, 10 sections		44.78
2611	Climatic Equipment	Radiators Aluminum	Konner	Radiator Aluminum Konner LUX 80/350 White, 12 sections		53.63
2612	Climatic Equipment	Radiators Aluminum	Konner	Radiator Aluminum Konner LUX 80/500 White, 10 sections		45.31
2613	Climatic Equipment	Radiators Aluminum	Konner	Radiator Aluminum Konner LUX 80/500 White, 12 sections		54.56
2614	Climatic Equipment	Radiators Aluminum	Radena	Radiator Aluminum Radena R500 White, 10 sections		72.52
2615	Climatic Equipment	Radiators Aluminum	Radena	Radiator Aluminum Radena R500 White, 6 sections		45.84
2616	Climatic Equipment	Radiators Aluminum	Radena	Radiator Aluminum Radena R500 White, 8 sections		58.12
2617	Climatic Equipment	Radiators Oil	Ballu	Radiator Oil Ballu Cube Boh/Cb-09W 2000 (9 sections)		41.61
2618	Climatic Equipment	Radiators Oil	Centek	Radiator Oil Centek Ct-6202 (11 sections)	Oil heater 11 sections(25 m) 2500W, 3 modes, thermostat, overheating protection	50.99
2619	Climatic Equipment	Radiators Oil	Oasis	Radiator Oil Oasis Bb-15T Gray	Oil heater OASIS BB-15T Gray, 1500 W, 7 sections, mechanical control, thermostat	38.84
2620	Climatic Equipment	Radiators Oil	Oasis	Radiator Oil Oasis Bb-20T Gray	Oil heater OASIS BB-20T Gray, 2000 W, 9 sections, mechanical control, thermostat	44.38
2621	Climatic Equipment	Radiators Oil	Oasis	Radiator Oil Oasis Bb-25T Gray	Oil heater OASIS BB-25T Gray, 2500 W, 11 sections, mechanical control, thermostat	49.4
2622	Climatic Equipment	Radiators Oil	Oasis	Radiator Oil Oasis Us-10		24.97
2623	Climatic Equipment	Radiators Oil	Oasis	Radiator Oil Oasis Us-15		29.06
2624	Climatic Equipment	Radiators Oil	Oasis	Radiator Oil Oasis Us-25		37.52
2625	Climatic Equipment	Radiators Oil	Oasis	Radiator Oil Oasis Ut-10		23.91
2626	Climatic Equipment	Radiators Oil	Oasis	Radiator Oil Oasis Ut-15		29.06
2627	Climatic Equipment	Radiators Oil	Oasis	Radiator Oil Oasis Ut-20		33.82
2628	Climatic Equipment	Radiators Oil	Oasis	Radiator Oil Oasis Ut-25		37.52
2629	Climatic Equipment	Radiators Oil	Supra	Radiator Oil Supra Ors-07-Sn White	Radiator oil filled, 7 sections, 1.5 kW, adjustable thermostat, power levels 600/900/1500, overheating protection, indication, cord storage bay	32.23
2630	Climatic Equipment	Convectors	Ballu	Convector Ballu Ettore Bec/Etmr-2000 		53.9
2631	Climatic Equipment	Convectors	Bravo	Convector Bravo Cn-1500Tw		35.27
2632	Climatic Equipment	Convectors	Bravo	Convector Bravo Cn-1500Y White		17.97
2633	Climatic Equipment	Convectors	Bravo	Convector Bravo Cn-2000Tw		40.42
2634	Climatic Equipment	Convectors	Bravo	Convector Bravo Cn-2000Y White		18.23
2635	Climatic Equipment	Convectors	Centek	Convector Centek Ct-6124 		24.97
2636	Climatic Equipment	Convectors	Oasis	Convector Oasis Lk-15		22.72
2637	Climatic Equipment	Convectors	Roda	Convector Roda Standart 0.5 Ebha-0.5/230C2M		22.72
2638	Climatic Equipment	Convectors	Delsot	Convector Delsot Evub 0,5 White	500W mechanical control wall/floor	17.7
2639	Climatic Equipment	Convectors	Delsot	Convector Delsot Evub 1,0 White	1000W mechanical control wall/floor	24.7
2640	Climatic Equipment	Guns Thermal Electric	Wwq	Guns Thermal Wwq Tvo-9Dt		42.54
